Family,Father,Mother,Gender,Height,Kids
158,1.7272,1.4986,M,1.6256,10
158,1.7272,1.4986,M,1.6256,10
158,1.7272,1.4986,M,1.6002,10
158,1.7272,1.4986,F,1.651,10
158,1.7272,1.4986,F,1.651,10
158,1.7272,1.4986,F,1.5748,10
158,1.7272,1.4986,F,1.5494,10
159,1.7018,1.68148,M,1.84658,5
159,1.7018,1.68148,M,1.84658,5
159,1.7018,1.68148,M,1.8161,5
159,1.7018,1.68148,F,1.6637,5
159,1.7018,1.68148,F,1.6129,5
160,1.7018,1.6891,M,1.8034,1
162,1.7018,1.651,M,1.77038,6
162,1.7018,1.651,M,1.7145,6
162,1.7018,1.651,F,1.6637,6
162,1.7018,1.651,F,1.651,6
162,1.7018,1.651,F,1.6383,6
162,1.7018,1.651,F,1.6129,6
163,1.7018,1.6637,M,1.778,5
163,1.7018,1.6637,M,1.7526,5
163,1.7018,1.6637,F,1.6637,5
163,1.7018,1.6637,F,1.6637,5
163,1.7018,1.6637,F,1.6002,5
164,1.7018,1.6637,M,1.778,4
164,1.7018,1.6637,M,1.71958,4
164,1.7018,1.6637,F,1.6002,4
164,1.7018,1.6637,F,1.524,4
165,1.7018,1.651,M,1.651,3
165,1.7018,1.651,F,1.5748,3
165,1.7018,1.651,F,1.5748,3
166,1.7145,1.651,M,1.8034,11
166,1.7145,1.651,M,1.7526,11
166,1.7145,1.651,F,1.6256,11
166,1.7145,1.651,F,1.6256,11
166,1.7145,1.651,F,1.6002,11
166,1.7145,1.651,F,1.6002,11
166,1.7145,1.651,F,1.6002,11
166,1.7145,1.651,F,1.6002,11
166,1.7145,1.651,F,1.6002,11
166,1.7145,1.651,F,1.5875,11
166,1.7145,1.651,F,1.5748,11
167,1.7018,1.6256,M,1.8161,4
167,1.7018,1.6256,M,1.778,4
167,1.7018,1.6256,M,1.7018,4
167,1.7018,1.6256,M,1.7018,4
168,1.7018,1.6129,M,1.8034,8
168,1.7018,1.6129,M,1.78308,8
168,1.7018,1.6129,M,1.75768,8
168,1.7018,1.6129,M,1.7399,8
168,1.7018,1.6129,M,1.7272,8
168,1.7018,1.6129,M,1.7018,8
168,1.7018,1.6129,M,1.6637,8
168,1.7018,1.6129,F,1.6129,8
169,1.7018,1.6002,M,1.7526,3
169,1.7018,1.6002,M,1.7272,3
169,1.7018,1.6002,F,1.6002,3
170,1.7145,1.5748,M,1.778,5
170,1.7145,1.5748,M,1.7653,5
170,1.7145,1.5748,M,1.7526,5
170,1.7145,1.5748,M,1.7399,5
170,1.7145,1.5748,F,1.6764,5
171,1.7018,1.5494,M,1.7018,1
172,1.6764,1.7018,M,1.7907,8
172,1.6764,1.7018,M,1.7907,8
172,1.6764,1.7018,M,1.7018,8
172,1.6764,1.7018,M,1.6764,8
172,1.6764,1.7018,M,1.6764,8
172,1.6764,1.7018,F,1.5748,8
172,1.6764,1.7018,F,1.5748,8
172,1.6764,1.7018,F,1.5621,8
173,1.6764,1.7018,M,1.8288,9
173,1.6764,1.7018,M,1.651,9
173,1.6764,1.7018,M,1.651,9
173,1.6764,1.7018,F,1.7018,9
173,1.6764,1.7018,F,1.6256,9
173,1.6764,1.7018,F,1.6256,9
173,1.6764,1.7018,F,1.5748,9
173,1.6764,1.7018,F,1.524,9
173,1.6764,1.7018,F,1.524,9
174,1.6764,1.6764,M,1.6764,5
174,1.6764,1.6764,M,1.651,5
174,1.6764,1.6764,F,1.7018,5
174,1.6764,1.6764,F,1.6891,5
174,1.6764,1.6764,F,1.6637,5
175,1.6764,1.6764,M,1.8288,6
175,1.6764,1.6764,M,1.7272,6
175,1.6764,1.6764,F,1.6764,6
175,1.6764,1.6764,F,1.651,6
175,1.6764,1.6764,F,1.5748,6
175,1.6764,1.6764,F,1.5494,6
176,1.6891,1.651,M,1.74498,8
176,1.6891,1.651,M,1.7399,8
176,1.6891,1.651,M,1.6891,8
176,1.6891,1.651,M,1.6383,8
176,1.6891,1.651,F,1.5875,8
176,1.6891,1.651,F,1.5367,8
176,1.6891,1.651,F,1.5367,8
176,1.6891,1.651,F,1.4605,8
177,1.6764,1.6637,M,1.8288,5
177,1.6764,1.6637,M,1.8034,5
177,1.6764,1.6637,M,1.7018,5
177,1.6764,1.6637,F,1.6764,5
177,1.6764,1.6637,F,1.651,5
178,1.6764,1.6002,M,1.778,1
179,1.6764,1.6129,F,1.6383,2
179,1.6764,1.6129,F,1.5748,2
180,1.6891,1.6002,M,1.70688,6
180,1.6891,1.6002,M,1.7018,6
180,1.6891,1.6002,M,1.651,6
180,1.6891,1.6002,F,1.651,6
180,1.6891,1.6002,F,1.651,6
180,1.6891,1.6002,F,1.6002,6
181,1.6891,1.5875,M,1.778,7
181,1.6891,1.5875,M,1.7272,7
181,1.6891,1.5875,F,1.6129,7
181,1.6891,1.5875,F,1.5875,7
181,1.6891,1.5875,F,1.5875,7
181,1.6891,1.5875,F,1.5875,7
181,1.6891,1.5875,F,1.5875,7
182,1.6764,1.5621,M,1.778,1
183,1.6764,1.524,M,1.7272,4
183,1.6764,1.524,M,1.7018,4
183,1.6764,1.524,M,1.651,4
183,1.6764,1.524,F,1.524,4
184,1.6764,1.524,M,1.651,1
185,1.6764,1.4986,M,1.7272,15
185,1.6764,1.4986,M,1.7018,15
185,1.6764,1.4986,M,1.6891,15
185,1.6764,1.4986,M,1.6764,15
185,1.6764,1.4986,M,1.66878,15
185,1.6764,1.4986,M,1.6637,15
185,1.6764,1.4986,M,1.651,15
185,1.6764,1.4986,F,1.651,15
185,1.6764,1.4986,F,1.6256,15
185,1.6764,1.4986,F,1.6002,15
185,1.6764,1.4986,F,1.5748,15
185,1.6764,1.4986,F,1.5494,15
185,1.6764,1.4986,F,1.524,15
185,1.6764,1.4986,F,1.4732,15
185,1.6764,1.4986,F,1.4478,15
186,1.651,1.7018,M,1.6891,4
186,1.651,1.7018,M,1.6764,4
186,1.651,1.7018,M,1.6764,4
186,1.651,1.7018,F,1.651,4
187,1.651,1.7018,F,1.6002,1
188,1.651,1.6764,M,1.6002,4
188,1.651,1.6764,F,1.6002,4
188,1.651,1.6764,F,1.6002,4
188,1.651,1.6764,F,1.524,4
190,1.651,1.651,M,1.7526,9
190,1.651,1.651,M,1.7272,9
190,1.651,1.651,M,1.7272,9
190,1.651,1.651,F,1.651,9
190,1.651,1.651,F,1.651,9
190,1.651,1.651,F,1.5748,9
190,1.651,1.651,F,1.5748,9
190,1.651,1.651,F,1.5494,9
190,1.651,1.651,F,1.4986,9
191,1.651,1.6637,M,1.79578,2
191,1.651,1.6637,F,1.6637,2
192,1.651,1.651,M,1.75768,6
192,1.651,1.651,M,1.7526,6
192,1.651,1.651,M,1.7272,6
192,1.651,1.651,M,1.71958,6
192,1.651,1.651,F,1.6383,6
192,1.651,1.651,F,1.5367,6
193,1.651,1.6256,M,1.7018,6
193,1.651,1.6256,M,1.7018,6
193,1.651,1.6256,F,1.6256,6
193,1.651,1.6256,F,1.6256,6
193,1.651,1.6256,F,1.5875,6
193,1.651,1.6256,F,1.5367,6
194,1.651,1.6002,M,1.778,2
194,1.651,1.6002,F,1.6002,2
195,1.651,1.6002,M,1.6764,3
195,1.651,1.6002,M,1.6764,3
195,1.651,1.6002,F,1.6002,3
196,1.6637,1.6002,M,1.8034,4
196,1.6637,1.6002,M,1.8034,4
196,1.6637,1.6002,M,1.7526,4
196,1.6637,1.6002,F,1.6129,4
197,1.6637,1.524,M,1.7272,5
197,1.6637,1.524,M,1.7272,5
197,1.6637,1.524,M,1.7018,5
197,1.6637,1.524,M,1.7018,5
197,1.6637,1.524,F,1.5748,5
198,1.6256,1.6256,M,1.8161,7
198,1.6256,1.6256,M,1.7272,7
198,1.6256,1.6256,F,1.6637,7
198,1.6256,1.6256,F,1.6256,7
198,1.6256,1.6256,F,1.5748,7
198,1.6256,1.6256,F,1.5748,7
198,1.6256,1.6256,F,1.5494,7
199,1.6256,1.6256,M,1.7907,7
199,1.6256,1.6256,M,1.7272,7
199,1.6256,1.6256,F,1.7018,7
199,1.6256,1.6256,F,1.651,7
199,1.6256,1.6256,F,1.6256,7
199,1.6256,1.6256,F,1.6256,7
199,1.6256,1.6256,F,1.524,7
200,1.6256,1.6002,M,1.6383,1
201,1.6256,1.524,M,1.6764,2
201,1.6256,1.524,F,1.524,2
203,1.5748,1.6764,M,1.6256,3
203,1.5748,1.6764,F,1.5748,3
203,1.5748,1.6764,F,1.5494,3
204,1.5875,1.6002,M,1.6891,2
204,1.5875,1.6002,F,1.4478,2
